,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1253,21.17,29.98,76.34,64.81,57.34,47.34,23.95,103.68,41.92,17.32,59.19,64.14,315.3203,52.12,26.56,80.43,46.55,73.96,25.67,23.49,24.92,56.11,64.10993,29.15,32.0,45.49,5.18,72.75,181.92,36.23,42.34,72.73,17.78,48.51,56.67,21.54,26.01,37.06,34.26,65.5,120.21,49.83,39.32,48.75,27.03,37.314,70.61,65.22,82.02,123.93
1254,21.55,30.03,76.2,65.06,57.37,47.09,23.83,105.51,41.93,17.7,59.41,64.34,314.28928,52.96,26.91,80.27,47.0,75.33,25.86,23.6,24.85,56.25,65.06993,29.44,32.69,45.81,5.26,72.73,175.09,36.38,43.5,73.83,17.73,49.63,56.714287,21.65,25.82,37.38,34.67,65.84,120.62,49.89,39.33,49.25,27.42,37.469,70.75,66.03,83.56,124.63
1255,22.01,29.83,76.95,65.23,57.86,47.59,24.13,106.63,41.98,18.02,59.32,64.93,316.3163,52.94,27.41,81.24,48.16,75.62,25.8,23.76,25.2,56.78,65.159935,29.72,33.62,45.88,5.54,73.15,179.22,37.13,43.49,74.53,17.84,50.34,57.09857,21.76,25.91,37.68,34.615,66.21,121.7,50.95,39.42,49.48,28.17,37.331,71.17,66.28,84.28,125.67
1256,21.84,29.83,77.48,65.99,57.87,47.78,24.45,107.26,41.99,18.18,59.95,64.7,316.34134,52.85,27.71,81.91,48.95,76.11,26.06,23.84,24.88,57.0,65.27993,29.92,33.22,45.96,5.55,73.4,177.73,37.61,43.45,73.68,17.75,50.5,57.585712,21.75,25.96,37.78,34.905,66.13,121.16,51.35,39.88,49.43,28.79,37.879,70.83,66.47,84.97,126.17
1257,21.85,29.71,77.3,65.97,58.34,47.82,24.52,107.86,42.23,18.0,59.77,64.81,321.6967,53.38,27.59,82.22,48.41,75.86,25.68,23.74,24.72,57.12,65.96993,30.05,32.99,46.59,5.45,73.48,176.39,37.65,43.7,74.48,17.96,50.55,58.127144,21.76,26.11,37.69,34.91,66.91,123.66,51.35,39.97,48.98,28.65,37.69,70.87,66.38,85.15,126.51
1258,21.3,29.77,76.89,65.31,58.01,47.96,24.36,106.38,41.71,17.81,59.72,64.59,321.06607,53.01,27.25,81.37,48.1,75.75,25.67,23.57,24.75,56.27,65.69993,30.05,32.71,46.43,5.29,72.83,169.62,37.45,43.55,73.44,17.93,50.04,57.62857,21.53,25.95,37.6,34.8,66.73,123.93,50.93,39.97,47.61,28.29,37.399,69.42,65.97,84.09,125.24
1259,21.21,29.69,76.85,65.59,58.42,48.65,24.43,106.79,42.15,18.03,59.89,65.86,321.33133,53.5,27.64,82.23,48.72,76.12,25.73,23.73,25.2,57.21,66.26993,30.1,33.11,46.65,5.39,73.55,173.36,37.73,43.91,73.86,18.23,51.09,57.644287,21.49,26.0,37.59,35.0,66.88,124.09,51.06,39.85,48.2,28.85,37.799,70.01,66.42,85.16,126.02
1260,22.62,28.65,77.38,65.59,60.27,49.27,24.62,108.74,42.41,18.23,59.97,67.39,326.79678,53.47,27.94,83.76,48.9,76.48,26.33,24.28,25.52,58.24,66.32993,30.46,34.06,45.87,5.75,74.01,175.89,37.97,43.22,74.7,18.59,52.11,58.485714,21.86,26.55,37.88,35.075,66.3,129.37,51.24,40.28,51.56,29.28,37.837,74.63,66.86,85.97,127.76
1261,23.15,28.4,77.55,65.75,60.21,48.69,24.57,109.83,42.06,18.31,60.21,68.23,332.84784,52.5,28.34,83.13,49.48,77.35,25.95,24.51,25.95,57.9,64.73993,30.58,34.44,45.06,5.71,73.93,179.21,38.19,41.88,74.1,18.68,52.28,58.57143,21.92,26.82,38.25,34.955,66.63,130.6,51.26,39.78,52.1,29.79,36.497,74.45,66.41,85.79,127.2
1262,23.05,28.37,76.41,65.32,59.02,49.06,25.06,109.39,42.63,18.46,59.35,68.5,331.3964,51.93,28.5,83.53,48.07,75.82,26.01,24.68,25.7,56.92,64.34993,30.49,34.71,44.97,5.75,73.46,175.94,38.83,41.29,73.77,18.55,51.36,59.278572,21.72,27.38,38.14,34.88,66.44,137.02,51.89,39.18,51.71,29.8,35.38,73.36,66.58,85.64,127.01
1263,22.77,28.77,76.81,65.44,58.56,48.77,25.21,109.41,43.0,18.73,59.42,68.52,329.9049,51.99,28.84,83.78,47.28,76.38,26.67,24.9,25.64,57.37,64.64993,30.07,35.69,45.0,6.21,73.13,178.07,39.55,41.38,73.73,18.53,51.36,59.967144,21.72,27.53,38.75,34.735,66.51,137.7,52.75,38.54,51.58,30.15,35.336,73.49,66.27,85.92,128.2
1264,22.68,28.57,76.49,64.96,58.36,49.43,25.4,108.24,43.18,18.74,59.03,68.5,323.57358,51.41,29.15,83.58,48.01,76.76,26.9,24.86,25.65,57.12,64.58993,29.81,35.44,44.71,6.26,73.25,182.76,39.74,41.11,74.81,18.5,51.11,60.785713,21.56,28.05,38.34,34.5,66.25,138.45,52.63,38.45,51.93,30.46,34.487,72.92,65.26,85.0,128.0
1265,23.23,28.79,77.0,65.11,60.0,49.84,25.71,110.12,43.53,19.01,59.43,68.51,315.1902,51.54,29.74,84.59,49.04,77.3,27.18,25.54,25.69,56.86,64.799934,29.8,36.07,45.09,6.44,73.97,181.1,39.48,41.64,75.13,18.69,51.77,60.844284,21.94,27.93,38.75,34.735,66.85,139.35,52.96,38.59,53.19,30.85,34.875,74.92,65.98,86.07,129.39
1266,22.82,28.91,77.22,65.11,59.52,49.53,25.43,108.51,43.52,18.55,59.06,68.2,312.06207,51.19,29.25,83.24,48.53,74.62,26.99,25.39,25.58,56.15,64.25993,29.73,35.8,44.78,6.6,73.98,179.64,39.39,41.07,74.78,18.53,50.51,60.38286,21.89,27.43,38.42,34.185,66.1,139.57,52.49,38.54,53.26,30.9,33.998,74.48,65.0,85.1,128.73
1267,23.25,28.93,78.33,65.28,59.98,49.62,25.85,104.52,43.59,18.96,59.79,68.07,315.92593,51.3,29.77,84.37,48.79,72.8,27.02,25.44,25.37,56.56,64.37993,30.08,36.82,45.1,6.99,74.41,179.42,38.62,40.65,74.81,18.34,50.44,60.325714,21.95,27.87,38.62,34.21,66.0,139.41,53.22,38.99,54.62,31.64,34.15,76.14,65.1,84.39,129.57
1268,22.74,28.76,77.84,64.97,59.82,48.64,25.69,104.62,43.11,18.78,59.18,68.07,313.44345,50.45,28.9,83.75,48.06,71.72,27.04,25.42,25.38,55.3,63.539932,30.05,35.26,44.8,6.49,73.19,175.81,38.47,40.02,75.04,18.35,49.65,59.95714,21.94,27.93,38.45,33.67,65.56,139.48,52.69,38.81,54.57,32.05,34.159,74.96,64.44,84.16,128.64
1269,23.33,29.08,78.57,65.54,60.18,49.03,25.18,107.27,43.61,18.99,59.87,67.93,316.3063,50.77,29.97,84.85,48.31,72.65,27.68,25.61,25.34,56.27,64.19993,30.3,34.85,45.37,6.63,74.64,180.15,38.69,40.29,75.3,18.05,50.78,60.6,21.99,28.4,38.53,33.87,65.96,143.31,53.05,39.2,56.23,32.72,34.107,76.95,64.76,85.75,130.08
1270,24.0,28.93,77.89,65.26,60.84,48.61,25.13,106.0,43.72,18.58,59.79,67.58,313.62863,50.8,29.61,84.14,48.17,72.04,27.71,25.53,24.96,56.88,63.86993,30.32,34.54,45.26,6.5,74.27,181.94,38.51,39.6,74.95,17.9,51.34,60.994286,21.95,28.31,38.65,33.73,65.9,144.74,53.35,38.93,56.52,32.58,34.599,77.16,64.67,85.3,129.31
1271,24.27,28.95,78.98,65.16,61.36,49.4,25.52,107.21,44.87,19.03,59.93,68.59,320.81583,50.49,30.36,85.1,48.0,72.71,28.48,25.72,24.72,57.73,63.95993,30.32,36.84,45.43,7.21,74.97,190.88,39.01,39.74,75.27,17.8,52.1,61.45,21.9,28.16,38.9,33.825,65.96,147.19,52.31,38.99,57.61,33.11,35.549,78.69,65.14,86.34,131.22
1272,24.32,28.7,79.63,65.28,61.86,49.46,25.87,106.95,45.45,18.81,60.75,70.37,295.56055,50.34,30.13,85.45,48.17,72.66,28.39,25.88,24.67,56.56,63.77993,30.42,36.78,45.07,6.95,75.31,190.71,39.42,39.4,75.68,17.78,51.36,61.07,21.89,28.82,39.32,33.77,65.63,146.19,52.34,39.02,57.44,33.01,34.997,78.53,66.06,87.08,131.24
1273,24.4,28.73,79.6,65.23,62.15,49.27,26.35,106.99,44.32,19.09,60.81,71.23,293.2933,50.58,30.54,85.7,47.76,73.81,28.73,25.93,24.86,55.74,63.839935,30.51,37.31,45.29,7.13,75.45,190.79,39.38,39.46,75.66,17.97,51.96,60.381428,21.94,29.55,38.96,34.0,65.91,146.52,52.2,38.9,57.82,33.44,33.995,78.69,65.92,87.5,131.51
1274,24.12,28.5,78.47,64.34,61.64,49.48,26.7,106.45,44.7,18.84,60.75,72.01,293.45346,50.33,30.45,85.26,48.41,74.51,28.33,25.81,24.86,55.85,63.50993,30.2,37.18,45.11,7.11,74.67,185.0,39.03,39.64,75.06,17.89,52.17,60.728573,21.61,29.47,38.97,34.08,64.64,146.15,52.27,38.0,57.36,32.7,33.846,77.36,65.96,87.08,130.8
1275,24.33,28.2,78.22,64.83,61.55,49.79,26.84,106.37,44.83,18.83,61.18,73.21,289.04404,50.15,30.32,85.3,48.5,73.6,28.26,25.76,24.82,53.86,63.239937,30.06,37.36,44.95,7.2,74.76,186.99,39.12,39.22,73.97,17.94,52.16,64.92,21.51,29.07,38.57,33.955,64.38,146.28,50.63,37.83,57.6,33.36,34.216,77.68,65.88,86.77,131.26
1276,25.11,28.74,79.94,65.53,62.71,50.08,26.95,108.03,45.35,19.26,61.8,74.77,286.27628,51.06,30.42,87.51,48.77,74.41,28.56,26.34,25.13,54.61,64.07993,29.9,37.88,45.15,7.45,75.69,189.3,39.59,40.05,75.84,18.2,53.32,64.05143,21.77,29.61,38.84,34.31,65.1,149.87,51.61,37.8,61.07,33.85,34.901,81.49,66.62,87.64,133.15
1277,24.59,28.92,79.33,65.62,61.83,50.68,26.66,104.39,44.73,19.0,60.86,73.89,285.6757,50.64,28.88,87.15,48.33,73.21,28.24,26.31,25.21,54.45,64.37993,29.49,37.23,45.27,7.21,75.89,193.09,39.27,39.82,74.8,18.16,52.86,63.477142,21.6,29.45,38.73,33.955,64.31,147.19,50.34,37.54,59.85,33.26,34.775,79.88,66.25,86.24,131.24
1278,24.19,28.02,78.27,65.33,61.33,49.87,26.51,103.4,44.58,18.83,60.47,72.93,289.3143,49.64,29.25,86.5,48.18,72.04,28.19,26.2,25.09,54.35,63.389935,29.12,36.66,44.94,7.13,75.55,193.68,38.74,39.39,73.99,17.95,52.43,63.672855,21.39,28.97,38.38,33.645,63.8,144.15,50.82,37.11,59.05,33.0,34.697,79.19,65.6,85.27,130.51
1279,25.47,28.51,79.18,65.86,61.4,50.93,26.79,104.61,44.87,18.98,61.53,73.74,291.79178,49.48,29.5,87.88,49.92,73.64,28.73,26.5,25.0,54.52,63.539932,29.54,37.53,45.16,7.17,76.54,194.0,39.08,39.83,74.51,17.85,53.28,65.08428,21.73,29.66,38.97,33.99,63.42,146.42,51.4,37.83,60.67,33.57,35.537,80.4,65.5,84.92,132.02
1280,25.94,28.49,78.79,65.97,61.64,51.62,26.74,104.42,44.69,18.94,61.79,74.91,292.76276,50.11,29.63,87.52,50.6,73.23,28.48,26.72,25.13,55.39,64.07993,29.91,37.89,45.57,7.25,76.37,173.81,39.25,39.91,74.96,17.87,53.31,65.487144,21.25,29.79,38.55,33.94,63.42,148.73,52.16,38.16,61.12,33.75,35.824,80.3,65.99,84.23,132.29
1281,26.3,28.54,78.88,65.94,61.66,51.41,26.59,103.03,44.55,18.85,62.4,76.14,292.72772,50.47,29.98,87.25,49.7,72.95,28.87,26.8,25.16,55.65,64.409935,29.87,37.69,44.86,7.43,76.98,179.65,39.22,39.89,75.2,17.99,53.58,65.12857,21.23,29.9,38.94,34.035,63.35,149.39,53.25,37.94,62.83,33.12,36.716,81.3,66.6,84.28,132.73
1282,26.63,28.7,79.56,65.9,62.73,51.25,26.67,104.91,44.82,19.0,62.32,76.46,295.62564,50.87,30.44,88.08,50.51,72.19,29.13,26.97,24.68,55.72,64.37993,29.97,38.27,44.37,7.66,77.08,182.83,39.43,39.82,76.09,17.99,53.34,65.328575,21.19,30.14,38.5,34.13,63.36,149.54,52.74,37.86,62.69,33.96,38.205,81.42,66.88,84.24,134.0
1283,26.54,28.82,79.5,65.46,62.51,50.13,26.55,104.62,45.05,18.99,61.85,77.58,297.8028,50.22,30.41,87.15,50.48,72.46,29.03,27.09,24.84,55.58,64.10993,29.83,38.06,44.26,7.79,76.53,186.28,40.0,39.75,75.26,17.77,53.3,65.48286,21.13,30.04,38.21,33.92,62.86,148.05,50.98,37.82,62.08,33.61,39.3,81.79,66.42,84.87,133.98
1284,26.51,28.52,79.38,65.16,63.68,50.14,26.63,106.02,45.13,19.02,61.62,79.48,303.87888,50.15,30.02,87.32,50.82,73.18,28.91,27.0,24.73,56.48,63.659935,29.85,37.86,44.14,7.95,76.56,182.65,40.73,39.8,75.04,17.9,53.78,66.46429,20.87,30.15,38.27,34.045,63.56,150.17,51.09,38.29,61.31,33.87,39.199,81.27,66.27,85.22,134.17
1285,26.64,28.85,79.82,65.2,63.42,50.74,26.66,107.27,45.46,19.19,61.91,81.06,304.62463,50.5,30.3,88.12,51.17,73.85,28.92,27.05,24.69,56.33,64.55993,30.04,38.05,44.59,7.96,77.18,184.95,41.37,40.12,74.71,17.85,54.09,67.21429,21.0,30.26,38.55,34.42,63.72,152.73,52.0,37.88,62.14,33.8,39.302,80.99,66.82,85.83,134.86
1286,26.27,28.87,79.66,65.16,65.15,50.43,26.91,107.18,45.27,19.31,61.58,81.34,306.3163,50.16,30.78,87.54,51.14,74.09,28.85,27.27,24.59,56.5,64.28993,30.06,38.6,44.64,8.31,76.85,184.5,40.75,40.14,75.78,17.76,55.0,68.68,21.05,30.68,38.39,34.18,63.84,153.24,52.21,37.97,60.74,33.99,39.997,80.32,64.86,85.33,135.41
1287,25.6,29.05,78.85,64.71,63.87,50.67,26.74,105.19,44.97,18.99,61.68,78.94,304.24423,49.77,30.18,87.2,49.72,72.7,28.55,27.26,24.36,55.72,64.28993,29.82,37.22,44.52,8.05,76.1,183.42,40.94,39.89,75.45,17.55,53.68,70.137146,21.0,30.64,37.94,33.765,63.6,147.91,52.57,37.7,59.03,33.9,39.4,76.9,64.12,84.02,134.16
1288,26.2,29.34,79.16,64.9,64.07,51.31,26.83,106.16,45.52,19.03,62.01,78.8,305.55554,49.99,30.6,87.57,50.58,73.74,28.59,27.39,24.4,56.42,64.82993,29.92,38.08,44.77,8.27,76.96,187.17,41.62,39.57,75.5,17.63,54.37,71.36143,21.22,30.63,38.1,34.21,64.15,149.14,53.5,37.78,60.9,34.15,39.952,78.71,64.01,84.34,135.32
1289,26.03,29.22,79.28,64.75,63.07,51.26,26.57,106.25,45.86,18.93,61.91,79.87,306.07608,49.91,30.33,87.6,50.21,74.02,28.32,27.22,24.3,56.3,64.58993,30.12,38.23,44.31,8.15,77.03,191.08,41.5,39.1,75.51,17.62,54.08,72.094284,21.3,30.33,38.11,34.235,64.1,149.26,53.9,38.03,58.73,33.81,39.647,77.31,63.52,84.42,135.0
1290,25.87,29.3,79.04,64.51,63.09,52.1,26.88,106.24,45.76,19.01,62.32,82.9,306.77176,50.26,30.62,87.42,50.53,73.26,28.1,28.98,24.31,56.32,64.10993,29.98,38.08,44.42,8.01,77.33,191.29,41.48,39.17,75.86,17.52,53.62,73.46571,21.32,30.33,38.26,34.615,64.82,149.58,54.53,38.1,58.62,33.72,39.88,77.34,63.34,84.86,135.63
1291,24.82,29.28,78.03,64.6,62.38,52.38,26.4,105.52,45.89,18.86,61.77,83.01,301.7117,50.15,30.26,86.99,50.77,73.05,28.16,28.72,24.2,56.03,62.759933,29.9,37.15,44.17,7.71,76.2,177.79,41.23,39.18,75.04,17.42,53.4,70.21429,21.17,30.31,38.08,34.305,64.78,148.82,54.62,37.77,56.42,33.67,39.41,75.43,63.2,84.45,134.57
1292,25.59,29.73,79.28,65.22,63.62,52.78,26.86,107.02,46.15,19.18,62.32,83.75,302.78778,50.63,30.56,87.99,51.13,73.87,29.03,28.5,24.06,56.58,63.749935,30.14,38.6,44.57,8.04,77.09,180.09,41.71,39.67,75.53,17.45,54.9,71.872856,21.48,31.2,38.62,34.535,65.49,151.14,54.81,38.29,58.51,34.51,39.472,76.8,62.57,86.07,136.52
1293,25.22,29.66,79.44,65.23,64.15,52.68,27.34,107.51,48.06,19.42,60.33,83.17,302.23724,50.71,31.14,87.74,50.87,73.42,28.8,29.11,23.74,57.31,62.729935,30.1,38.65,44.37,8.03,76.96,182.65,41.8,39.37,75.67,17.31,54.97,72.41143,21.26,31.18,38.47,34.44,64.99,148.01,54.99,38.61,58.49,34.86,39.545,77.67,63.05,86.04,136.73
1294,25.32,29.65,79.5,65.08,65.67,52.49,27.06,108.16,46.8,19.43,59.58,83.98,306.2863,50.07,30.8,87.65,50.39,73.2,28.72,28.97,23.75,57.05,62.519936,30.25,38.3,44.09,8.06,76.29,181.95,41.55,38.96,75.56,17.51,55.2,73.29714,21.16,31.45,38.06,34.3,64.24,148.7,55.06,38.5,57.6,34.1,39.798,77.4,63.16,86.84,136.26
1295,25.32,29.64,78.72,65.19,66.05,52.17,26.56,107.54,46.54,19.07,58.59,83.88,303.8038,50.45,30.65,87.88,51.13,74.19,28.61,29.23,23.44,57.37,62.789932,30.22,38.06,44.17,7.97,76.0,179.64,41.28,39.17,75.76,17.37,55.7,73.582855,21.27,31.2,38.1,34.545,64.35,149.98,55.15,38.08,57.73,33.66,40.679,77.59,63.18,86.58,135.96
1296,25.84,29.78,79.63,64.79,66.47,52.44,26.72,108.8,47.0,19.36,58.75,84.21,303.97897,51.0,30.44,88.04,51.04,74.72,29.06,29.92,23.44,57.44,62.579937,30.43,38.66,44.21,8.05,76.59,179.7,41.44,39.03,75.75,17.14,56.45,74.23857,21.14,31.48,38.49,34.675,66.74,149.79,55.11,38.16,57.94,33.95,40.832,77.84,63.15,87.37,136.93
1297,25.57,29.91,79.45,64.26,65.37,52.18,26.52,108.29,46.7,19.02,58.7,82.99,303.5986,51.14,30.05,87.41,50.92,73.69,29.0,28.91,23.28,54.9,63.119934,30.31,38.07,44.37,7.79,76.34,177.54,41.7,39.19,75.69,17.15,55.91,74.472855,20.76,31.24,37.94,34.345,66.57,147.99,55.34,38.07,57.46,33.51,41.233,77.11,63.18,87.15,136.02
1298,25.64,30.03,80.49,64.6,65.78,52.62,26.93,109.68,47.19,19.12,58.44,84.24,305.3053,51.51,31.01,87.83,51.0,73.96,29.24,29.2,23.55,54.95,63.299934,30.41,39.13,44.53,8.05,76.66,178.9,41.75,39.15,75.18,17.19,56.22,75.42286,21.12,31.41,38.15,34.475,66.59,151.24,55.63,38.09,59.12,34.28,42.147,78.45,63.53,87.23,137.2
1299,25.96,30.03,79.57,65.22,66.56,53.09,27.25,110.4,47.21,19.18,58.84,83.63,309.60962,50.79,31.42,88.14,51.32,74.85,29.4,29.4,23.69,54.87,62.969936,30.49,39.33,44.34,8.16,76.86,183.89,41.87,39.03,75.28,17.37,56.95,77.365715,21.18,31.89,38.47,34.45,67.41,151.09,55.99,38.15,59.1,34.49,42.413,78.84,62.9,87.45,137.76
1300,25.45,30.17,78.64,65.11,65.82,52.8,27.06,109.17,47.53,19.15,59.36,82.57,311.44144,50.44,31.56,87.72,51.38,74.25,29.4,29.41,23.66,54.47,62.729935,30.54,39.51,44.18,8.09,77.15,179.89,42.13,39.0,74.96,17.16,56.4,78.31,21.07,31.93,38.15,34.935,67.44,150.98,55.75,38.12,57.21,33.69,42.249,77.25,63.05,86.47,137.31
1301,25.53,30.05,78.6,64.74,65.57,52.48,26.9,109.5,47.44,19.14,58.99,81.41,311.3113,50.38,31.64,87.47,51.68,74.24,29.85,29.36,23.62,53.84,62.939934,30.67,40.43,44.35,8.11,76.09,179.48,42.26,38.95,75.07,17.14,56.06,77.74857,21.41,32.31,37.62,34.705,66.72,151.31,55.96,38.48,56.97,34.0,41.65,76.93,62.54,86.66,137.64
1302,25.28,29.95,78.49,64.69,64.99,52.29,26.91,109.14,47.28,18.95,58.96,81.38,310.5255,50.38,31.15,87.4,51.49,73.51,30.24,29.18,23.83,54.51,62.969936,30.85,40.7,44.13,8.09,76.54,179.0,42.35,38.79,74.95,17.42,56.21,77.917145,21.36,32.01,38.01,34.51,66.61,148.16,55.64,38.65,55.29,34.04,41.452,75.27,62.5,86.17,137.1
1303,23.84,30.14,78.68,64.46,62.56,51.83,26.25,108.14,46.64,18.6,59.04,80.31,304.3293,50.57,30.51,85.72,51.56,71.89,29.94,28.85,23.76,53.78,63.089935,30.8,39.45,44.13,7.78,75.69,178.68,42.24,38.84,73.24,17.45,54.91,74.80857,21.41,31.54,37.98,34.41,66.5,142.8,54.71,38.67,52.77,33.04,41.097,72.37,62.35,86.24,135.35
1304,22.87,30.1,78.53,64.27,63.01,51.67,26.58,109.0,46.41,18.58,59.11,80.43,304.82983,50.43,30.27,85.24,51.09,71.57,30.05,28.96,23.62,53.28,63.059937,30.69,39.46,44.7,7.81,75.59,182.65,42.0,38.77,72.58,17.35,54.17,76.685715,21.35,31.67,37.33,34.375,66.82,143.87,54.36,38.74,53.4,32.73,41.131,72.68,62.33,86.01,135.06
1305,23.46,30.28,79.02,64.95,64.28,52.29,27.0,109.8,47.53,18.98,59.84,82.18,305.32532,50.57,30.86,86.06,50.92,73.08,30.4,29.44,23.68,53.9,63.269936,31.07,40.47,44.76,8.07,76.28,184.17,41.99,38.57,74.27,17.3,55.33,76.384285,21.51,32.04,37.62,34.59,66.95,146.45,54.87,39.18,54.65,33.5,41.446,73.95,62.9,85.0,136.52
1306,23.16,30.48,79.03,64.83,64.37,54.44,26.94,109.89,47.92,19.02,59.83,83.45,304.27927,50.76,31.49,86.81,50.83,72.37,30.05,29.81,23.53,54.35,63.569935,31.0,40.75,44.77,8.12,76.92,186.79,42.12,38.64,74.14,17.27,55.41,77.744286,21.46,32.1,37.48,34.715,67.06,148.6,55.75,39.31,54.59,33.94,41.817,73.8,62.96,85.06,137.3
1307,22.6,30.54,79.43,64.55,63.96,56.3,27.0,109.65,48.07,19.09,60.17,83.18,300.3003,50.86,31.6,87.1,50.86,71.89,29.72,29.69,23.51,54.61,63.479935,31.2,40.86,45.06,8.01,77.39,184.13,42.53,38.89,73.2,17.25,55.1,78.42571,21.47,31.97,37.72,34.74,66.77,147.93,55.8,39.11,54.38,33.98,41.807,73.62,63.31,84.5,137.55
1308,22.59,30.09,79.72,65.42,64.16,55.94,27.12,110.22,48.7,19.2,60.93,83.1,304.6797,51.38,31.84,87.76,51.26,72.07,29.99,29.83,23.57,54.65,64.25993,31.52,41.02,45.45,8.07,77.77,183.92,42.55,39.8,73.88,17.13,55.5,79.648575,21.64,32.24,37.87,34.755,67.85,149.78,55.12,39.33,54.84,33.77,42.2,74.46,64.31,85.89,138.32
1309,23.49,30.04,80.69,65.21,64.54,54.4,27.45,111.05,49.42,19.63,60.84,84.06,307.8078,51.31,33.37,88.6,51.62,72.61,30.0,30.0,23.31,54.65,64.28993,31.6,43.62,45.47,8.66,78.33,183.65,43.59,39.71,74.32,16.96,55.16,82.578575,21.98,32.53,38.39,35.13,67.73,150.24,55.16,39.42,55.67,34.63,42.242,74.81,64.2,86.59,140.1
1310,23.91,29.96,80.55,64.93,64.81,54.21,27.5,110.51,49.41,19.87,60.89,85.1,308.6086,50.51,33.5,89.0,51.22,71.96,29.96,29.78,23.29,54.29,63.389935,31.41,43.64,44.8,8.98,78.25,182.02,43.5,39.13,75.5,16.98,54.72,85.65857,21.95,32.79,38.15,35.135,67.69,148.13,55.9,39.5,55.2,34.48,42.142,74.02,64.0,85.89,140.12
1311,23.66,30.05,81.23,65.2,65.26,53.95,27.82,110.43,49.45,20.26,61.41,85.77,310.75577,50.44,34.13,89.88,50.98,72.56,30.11,29.73,22.96,54.51,63.569935,31.7,44.87,44.83,9.41,78.93,183.28,43.42,38.97,75.76,16.94,55.04,83.531425,21.94,32.91,38.17,35.19,67.83,147.5,55.58,39.62,56.94,35.06,41.869,74.9,64.23,86.2,140.36
1312,23.71,29.97,81.11,64.95,65.14,53.09,27.66,110.52,48.91,20.08,60.58,85.2,311.87186,50.25,33.74,89.52,50.05,72.21,29.59,29.36,22.97,54.87,63.089935,31.46,44.44,44.34,9.78,79.63,183.45,43.07,38.79,75.0,16.93,55.5,85.48143,21.85,32.54,37.94,35.105,67.03,147.02,56.31,39.46,56.82,35.08,41.977,75.06,64.32,86.08,140.21
1313,23.06,29.97,81.25,65.0,64.65,52.15,27.65,109.93,48.56,20.02,60.33,84.43,315.7758,50.25,34.06,89.17,50.21,71.97,29.7,29.71,22.9,55.3,62.699932,31.6,44.53,43.98,9.63,80.35,184.88,43.0,38.89,75.09,16.86,55.23,85.64429,21.76,32.1,37.65,35.015,66.96,143.99,55.93,39.51,55.15,35.17,42.318,73.21,64.4,86.46,140.05
1314,23.26,30.11,81.45,64.96,65.65,53.25,27.79,108.95,49.38,20.16,60.45,84.07,317.62262,50.64,34.5,89.42,50.28,71.58,30.87,29.77,22.84,55.36,62.579937,31.85,45.53,44.04,9.96,80.4,192.5,43.42,38.82,75.05,16.82,55.1,86.10571,21.83,31.96,37.88,35.24,67.21,143.71,54.99,39.69,54.72,35.37,42.005,72.3,65.28,86.59,140.52
1315,22.81,30.03,80.81,64.68,65.75,53.45,27.73,106.85,49.47,19.95,60.23,83.97,319.56958,50.21,33.47,88.5,50.66,70.69,29.33,29.56,22.89,54.9,62.459934,31.8,44.72,43.85,9.66,79.72,190.54,43.08,38.55,74.62,16.89,53.68,85.39714,21.73,31.81,37.54,35.505,67.0,141.51,53.62,39.54,52.58,34.54,41.745,70.79,65.14,85.48,139.18
1316,22.77,30.41,81.07,64.49,67.07,53.3,27.94,105.68,49.38,19.79,60.61,83.36,323.62363,50.48,33.39,88.63,50.76,70.78,28.69,29.94,23.02,55.08,62.609936,31.66,44.45,44.08,9.47,80.19,192.01,43.33,39.0,74.05,17.12,53.64,85.78429,21.78,32.1,37.7,35.7,67.51,141.96,53.87,39.66,52.31,34.53,41.622,70.74,65.45,85.36,139.32
1317,23.1,30.5,81.88,64.89,68.32,53.69,28.01,107.23,49.71,19.98,60.9,84.19,322.8228,50.53,33.91,88.92,51.24,71.97,28.78,30.09,22.98,55.5,62.729935,31.61,45.48,44.24,10.01,80.26,196.48,43.94,38.96,74.52,17.23,54.47,85.68429,21.95,32.19,38.26,35.87,67.54,143.87,53.89,39.5,54.22,35.12,42.729,72.31,65.47,86.18,140.65
1318,23.31,30.75,82.47,65.33,67.8,54.29,28.24,107.88,50.05,20.12,61.35,85.86,323.83884,50.71,34.4,89.38,50.75,71.72,29.17,30.27,22.67,55.27,62.879932,31.79,45.92,44.53,9.87,80.94,203.59,44.39,38.97,75.11,16.86,51.21,86.597145,22.29,32.65,38.75,35.91,67.51,144.67,55.25,39.27,54.75,35.79,43.551,72.45,65.85,87.14,141.74
1319,23.16,30.59,81.85,65.4,67.9,54.07,28.13,106.57,49.89,20.02,61.15,87.1,326.34134,50.88,33.9,89.29,50.71,71.78,29.38,30.05,22.59,55.59,63.089935,31.53,45.76,44.7,9.62,80.21,206.14,44.04,39.02,74.99,16.6,50.96,88.34,22.56,32.52,38.63,35.98,67.12,141.1,55.39,38.41,53.51,35.03,43.38,71.46,65.95,86.36,141.1
